step,loss,learning_rate,elapsed_s
512,2.028335,1.67e-04,7622.9
513,1.921462,1.67e-04,7638.1
514,2.091151,1.66e-04,7653.4
515,1.942439,1.66e-04,7668.7
516,1.959179,1.66e-04,7684.0
517,1.965327,1.66e-04,7698.8
518,1.900170,1.66e-04,7714.4
519,2.012107,1.66e-04,7729.6
520,2.068439,1.65e-04,7744.6
521,2.088553,1.65e-04,7760.1
522,2.254101,1.65e-04,7775.5
523,1.934381,1.65e-04,7790.7
524,2.003309,1.65e-04,7805.4
525,2.121625,1.64e-04,7820.2
526,2.165738,1.64e-04,7835.9
527,2.023340,1.64e-04,7850.7
528,1.852062,1.64e-04,7867.1
529,2.061224,1.64e-04,7882.5
530,2.088973,1.64e-04,7898.3
531,1.923093,1.63e-04,7913.8
532,2.067079,1.63e-04,7929.2
533,2.001266,1.63e-04,7944.5
534,1.966200,1.63e-04,7960.2
535,1.995564,1.63e-04,7975.1
536,1.915214,1.62e-04,7989.9
537,1.965066,1.62e-04,8004.9
538,1.871954,1.62e-04,8020.1
539,1.981136,1.62e-04,8035.0
540,1.944569,1.62e-04,8049.8
541,2.066819,1.62e-04,8065.3
542,1.986405,1.61e-04,8080.3
543,2.235607,1.61e-04,8095.0
544,1.940398,1.61e-04,8110.5
545,1.785149,1.61e-04,8125.6
546,2.064764,1.61e-04,8140.7
547,1.973943,1.60e-04,8156.5
548,1.978357,1.60e-04,8172.1
549,2.065122,1.60e-04,8187.2
550,1.868601,1.60e-04,8202.6
551,2.075227,1.60e-04,8217.8
552,2.092429,1.60e-04,8233.0
553,2.052035,1.59e-04,8248.1
554,1.999500,1.59e-04,8262.9
555,2.134929,1.59e-04,8277.7
556,1.972137,1.59e-04,8292.5
557,1.971690,1.59e-04,8307.9
558,2.059721,1.58e-04,8323.7
559,2.059182,1.58e-04,8338.6
560,2.138980,1.58e-04,8353.3
561,1.904982,1.58e-04,8368.5
562,1.850675,1.58e-04,8383.7
563,2.219150,1.57e-04,8398.7
564,2.075346,1.57e-04,8413.6
565,1.785076,1.57e-04,8429.6
566,2.104486,1.57e-04,8445.0
567,2.059867,1.57e-04,8460.5
568,1.941299,1.56e-04,8475.5
569,2.120266,1.56e-04,8490.7
570,1.890257,1.56e-04,8506.0
571,1.944632,1.56e-04,8521.2
572,1.971497,1.56e-04,8536.3
573,2.039550,1.56e-04,8551.3
574,2.067591,1.55e-04,8566.0
575,2.085268,1.55e-04,8581.0
576,2.164699,1.55e-04,8595.7
577,2.108062,1.55e-04,8610.9
578,1.946367,1.55e-04,8626.6
579,1.981593,1.54e-04,8643.1
580,1.802221,1.54e-04,8659.1
581,2.062866,1.54e-04,8674.5
582,2.003319,1.54e-04,8689.6
583,2.028803,1.54e-04,8704.7
584,2.064024,1.53e-04,8719.8
585,1.968607,1.53e-04,8735.8
586,1.971064,1.53e-04,8751.1
587,1.975698,1.53e-04,8766.3
588,1.930614,1.53e-04,8781.1
589,2.156054,1.52e-04,8796.0
590,2.186359,1.52e-04,8811.0
591,1.955611,1.52e-04,8825.8
592,1.967285,1.52e-04,8840.6
593,1.891154,1.52e-04,8855.8
594,2.157338,1.51e-04,8871.0
595,1.966211,1.51e-04,8886.0
596,2.106186,1.51e-04,8900.8
597,2.000024,1.51e-04,8916.2
598,2.074691,1.51e-04,8931.0
599,1.900448,1.50e-04,8947.0
600,1.977864,1.50e-04,8962.7
601,2.245749,1.50e-04,8977.9
602,2.051914,1.50e-04,8992.9
603,2.155276,1.50e-04,9008.1
604,2.012849,1.49e-04,9023.2
605,1.975031,1.49e-04,9038.3
606,1.936453,1.49e-04,9053.0
607,2.016539,1.49e-04,9067.8
608,2.028113,1.49e-04,9082.7
609,1.956680,1.48e-04,9097.6
610,1.909726,1.48e-04,9112.6
611,1.919685,1.48e-04,9127.5
612,1.920692,1.48e-04,9142.9
613,2.010646,1.48e-04,9158.0
614,2.259372,1.47e-04,9173.0
615,2.088628,1.47e-04,9187.8
616,2.094193,1.47e-04,9203.2
617,2.245410,1.47e-04,9219.9
618,1.934796,1.47e-04,9235.3
619,2.007550,1.46e-04,9250.4
620,2.056185,1.46e-04,9266.3
621,1.981757,1.46e-04,9281.4
622,2.170087,1.46e-04,9296.1
623,1.995050,1.46e-04,9310.7
624,2.006196,1.45e-04,9325.5
625,1.963766,1.45e-04,9340.5
626,2.001014,1.45e-04,9355.3
627,1.809691,1.45e-04,9370.4
628,1.900780,1.44e-04,9385.2
629,1.919516,1.44e-04,9400.1
630,1.921751,1.44e-04,9414.9
631,2.149266,1.44e-04,9429.6
632,1.831727,1.44e-04,9444.9
633,2.105985,1.43e-04,9459.7
634,2.047876,1.43e-04,9474.7
635,2.043746,1.43e-04,9489.5
636,1.964024,1.43e-04,9504.7
637,2.238337,1.43e-04,9519.8
638,1.943546,1.42e-04,9534.7
639,1.900385,1.42e-04,9549.4
640,1.979285,1.42e-04,9564.7
641,1.877443,1.42e-04,9579.8
642,1.990797,1.42e-04,9594.8
643,1.913290,1.41e-04,9609.4
644,1.881968,1.41e-04,9624.7
645,2.052694,1.41e-04,9639.8
646,1.935349,1.41e-04,9654.7
647,1.800551,1.40e-04,9669.7
648,1.878027,1.40e-04,9686.6
649,2.014156,1.40e-04,9702.4
650,1.946156,1.40e-04,9717.5
651,1.847277,1.40e-04,9732.5
652,1.937959,1.39e-04,9748.8
653,1.852435,1.39e-04,9764.0
654,2.153123,1.39e-04,9779.1
655,2.105198,1.39e-04,9794.4
656,2.202657,1.39e-04,9809.6
657,1.875707,1.38e-04,9824.6
658,1.874188,1.38e-04,9839.6
659,2.069656,1.38e-04,9854.4
660,2.040197,1.38e-04,9870.7
661,1.888166,1.37e-04,9886.1
662,1.918426,1.37e-04,9901.0
663,1.843081,1.37e-04,9915.7
664,1.950431,1.37e-04,9930.8
665,1.821411,1.37e-04,9945.7
666,1.977451,1.36e-04,9961.0
667,1.836916,1.36e-04,9976.0
668,1.819770,1.36e-04,9991.4
669,1.782200,1.36e-04,10006.5
670,1.882287,1.36e-04,10021.9
671,1.893715,1.35e-04,10036.9
672,1.767644,1.35e-04,10052.3
673,1.857572,1.35e-04,10067.2
674,1.978629,1.35e-04,10082.3
